9,9,8,87
10,6,7,74
7,9,5,69
7,4,1,42
2,4,10,53
2,9,6,56
6,7,4,55
8,10,2,67
4,5,1,34
4,5,7,52
3,10,1,46
4,7,1,42
7,4,1,40
6,3,2,34
9,3,6,59
7,6,0,45
5,9,10,81
8,3,9,66
10,7,3,64
5,5,4,46
5,3,3,37
8,2,2,39
6,4,8,62
9,9,2,67
5,7,5,55
8,7,8,74
3,5,1,32
2,7,0,28
4,10,2,54
9,9,8,85
2,7,5,44
5,4,10,62
7,9,8,80
6,9,5,66
6,8,1,50
10,8,10,92
2,5,7,44
8,9,3,65
2,3,9,48
3,8,9,64
9,8,2,64
4,3,7,48
6,8,3,57
4,5,7,51
8,9,5,75
2,9,2,44
2,3,10,49
10,4,7,71
3,5,8,51
4,8,6,61
8,10,9,89
6,2,2,34
6,7,5,58
4,9,9,72
8,3,10,72
6,7,8,68
4,5,6,52
5,10,8,76
4,9,2,49
7,8,8,77
4,8,9,72
4,6,5,48
6,7,6,64
6,10,0,54
4,6,5,50
2,3,5,31
3,2,7,41
2,6,4,40
9,8,8,83
4,8,5,55
4,7,2,41
6,9,0,51
4,7,2,45
6,6,9,70
9,6,0,49
6,9,8,77
10,3,2,48
5,3,9,56
4,10,2,53
9,6,7,75
7,3,8,59
7,4,8,62
8,9,2,61
7,7,3,57
4,2,10,55
7,7,5,63
7,5,9,68
3,9,1,43
8,4,1,42
4,3,9,52
5,5,8,58
7,10,0,56
3,4,2,30
9,4,7,65
2,10,5,58
10,5,2,54
9,8,8,83
2,8,5,49
3,3,0,19
2,3,7,42
7,3,0,33
7,4,8,61
7,9,10,84
10,9,8,88
4,3,7,48
9,5,0,44
2,6,0,28
2,2,1,14
2,8,9,61
10,6,8,82
7,9,2,58
7,7,1,49
10,8,2,67
6,5,4,51
3,6,3,41
4,8,9,72
5,9,1,48
7,3,2,42
3,3,0,21
7,2,8,58
6,5,6,57
6,7,3,52
7,7,2,53
3,10,2,48
2,5,9,53
5,4,0,31
3,6,6,48
8,9,3,68
8,4,4,51
6,7,5,62
10,10,0,65
3,7,4,47
5,6,3,44
4,8,8,64
2,4,4,34
10,2,0,39
7,2,3,39
9,5,8,71
9,6,10,81
7,3,4,45
5,9,0,44
7,6,8,68
3,6,6,48
3,8,8,64
7,10,5,72
9,3,10,73
3,4,1,28
3,9,3,50
7,4,3,47
3,2,9,47
4,5,2,38
4,6,9,65
3,3,7,41
9,3,10,73
3,8,7,59
8,10,5,74
6,8,10,79
2,5,6,45
2,6,5,41
7,6,8,69
5,3,9,57
8,5,7,64
7,5,2,47
3,9,8,66
9,2,10,71
2,9,10,68
10,6,5,69
8,5,4,57
10,5,6,68
10,2,6,62
10,6,3,64
2,2,2,18
6,5,0,37
9,10,10,98
3,8,9,67
7,5,5,57
6,2,10,62
9,2,6,58
10,3,10,76
9,5,0,47
4,9,4,58
4,9,3,54
9,3,9,72
6,8,10,78
4,7,1,39
3,9,4,54
7,4,9,66
8,5,2,52
6,9,1,54
8,6,4,58
6,2,3,36
9,7,3,63
3,10,2,51
7,8,5,68
3,9,3,49
6,5,2,41
9,6,4,64
4,10,8,72
7,6,6,65
6,10,5,70
4,7,0,37
6,4,2,39
10,6,1,58
9,8,8,82
6,7,1,47
4,4,2,35
10,3,8,72
4,6,5,49
7,10,0,54
4,5,9,62
5,4,8,57
7,7,1,52
2,7,9,61
5,5,1,35
8,9,8,84
3,2,3,28
9,5,7,68
4,8,7,64
2,10,2,44
10,10,9,95
5,2,4,38
9,3,4,51
9,7,9,84
2,9,4,48
4,3,6,45
5,5,8,58
7,9,9,81
3,3,0,19
6,5,0,37
4,6,0,35
3,10,9,72
2,3,2,22
10,6,10,87
10,4,1,51
3,4,2,28
7,2,8,54
5,2,10,56
7,2,7,55
4,6,10,67
9,8,2,65
7,4,3,46
6,2,1,28
6,10,8,82
4,7,0,35
10,4,7,70
4,6,10,68
7,8,5,68
5,2,3,31
7,7,1,51
5,7,9,69
8,6,3,55
4,4,1,32
10,3,7,64
5,8,1,46
9,4,9,74
9,8,1,59
2,9,1,39
7,7,10,79
5,9,9,77
6,3,1,33
5,10,6,72
9,5,6,66
6,10,9,83
5,6,8,62
5,4,1,33
9,10,4,76
6,7,5,62
4,5,5,48
2,6,4,38
9,5,0,48
2,10,7,64
3,4,5,42
7,7,8,72
5,4,8,54
3,7,6,55
7,10,1,61
7,2,0,31
5,10,10,82
4,2,10,51
9,4,6,61
2,10,9,72
4,10,3,57
6,9,10,83
5,5,7,55
5,9,2,52
10,7,9,86
4,3,9,54
2,9,2,44
5,3,10,60
6,7,8,70
7,2,9,58
3,2,10,49
5,6,3,45
10,7,8,85
2,3,3,28
6,5,4,50
7,7,2,54
5,10,9,80
3,8,4,51
9,10,7,88
3,10,7,65
2,8,4,45
8,7,3,59
3,2,1,18
10,9,6,84
6,4,0,33
9,10,4,74
3,10,8,68
4,10,8,72
4,9,5,58
3,2,1,19
2,9,5,52
9,7,6,71
5,10,10,82
6,5,7,58
8,7,0,49
5,10,1,53
2,6,0,26
10,7,6,75
6,5,2,44
5,2,1,25
10,8,2,66
10,4,4,62
2,10,1,43
9,2,1,39
9,4,9,75
3,4,3,34
6,7,3,54
2,6,10,61
2,4,9,52
5,8,1,47
4,3,4,36
10,4,1,49
3,4,10,54
9,7,5,71
10,2,6,61
6,4,3,44
2,6,10,61
7,10,1,61
6,5,6,58
6,3,4,43
6,8,10,78
9,5,4,58
6,5,1,38
8,9,3,64
4,6,10,65
6,6,2,46
7,10,6,77
3,5,0,25
7,4,0,35
6,8,3,54
2,7,2,38
2,7,2,34
9,10,0,61
8,2,7,54
6,8,9,77
6,5,7,61
8,3,4,49
2,9,10,68
5,2,6,41
9,2,0,37
6,8,2,53
8,4,10,74
9,9,4,71
