6,1,8,49
10,1,8,63
4,8,8,66
1,1,10,40
3,9,3,50
2,6,10,61
9,5,10,79
5,3,3,36
8,10,8,86
9,2,7,60
6,7,6,64
7,4,5,52
7,10,7,81
7,3,8,60
5,3,3,35
8,2,7,56
6,3,8,57
9,3,7,64
3,1,9,43
0,3,4,22
2,7,10,64
2,4,4,32
3,9,7,64
0,10,2,40
4,7,6,55
6,9,7,74
6,7,10,75
10,4,10,79
3,0,3,20
8,0,7,51
4,4,4,39
2,5,0,22
3,4,10,56
5,3,8,54
3,3,7,43
6,9,4,62
8,6,9,75
1,8,10,64
0,6,7,44
10,7,9,85
9,9,9,91
8,4,9,70
8,4,6,61
8,4,6,59
10,9,10,96
8,4,7,64
10,2,8,66
2,6,9,57
10,7,8,83
6,8,6,67
3,7,4,47
2,1,7,33
0,7,0,24
8,1,6,50
8,5,9,72
3,1,2,21
10,10,9,96
8,0,6,45
1,3,10,45
4,6,4,45
10,10,9,96
10,2,10,72
7,4,5,54
7,0,7,46
6,3,9,60
9,1,7,56
4,0,4,25
6,6,5,55
5,9,7,70
8,10,7,82
10,10,9,95
2,4,0,20
8,10,9,89
2,2,8,40
1,6,8,49
5,10,5,66
3,4,4,36
3,4,8,49
3,2,9,46
5,7,3,50
3,10,8,69
7,7,5,62
7,7,9,75
8,0,8,53
1,5,5,36
3,3,1,24
6,0,9,49
0,1,0,4
1,3,0,14
8,4,9,69
0,1,2,10
9,0,10,63
9,8,7,79
0,10,6,53
4,3,10,55
9,4,9,74
10,5,9,79
9,10,10,95
3,0,2,15
3,10,3,52
7,3,10,65
10,10,10,99
4,6,6,54
5,5,3,44
3,2,5,34
3,1,6,34
2,6,10,61
3,3,6,40
10,6,9,83
5,0,7,40
8,10,7,83
3,2,3,27
8,0,7,49
8,6,8,74
3,6,7,52
6,0,8,47
0,0,2,5
8,2,6,52
7,7,9,75
2,0,6,26
1,3,1,15
3,1,3,22
5,9,9,76
1,1,10,39
6,0,9,51
2,2,3,24
6,1,4,36
1,1,0,7
1,1,9,35
8,7,7,73
9,0,8,56
10,10,8,93
6,6,4,54
8,0,6,45
8,2,6,53
5,3,3,36
0,5,10,50
8,2,6,52
2,8,3,44
5,1,7,43
0,7,0,23
0,9,10,63
9,8,7,81
0,6,2,27
5,9,10,81
3,6,1,32
7,7,10,79
8,10,8,86
5,1,3,30
6,8,9,76
8,10,8,86
6,1,9,54
5,2,3,33
4,9,3,53
8,6,9,77
10,2,10,72
7,1,5,43
4,7,2,43
0,10,4,45
8,4,10,73
7,0,10,55
8,6,8,74
7,9,8,81
7,5,10,73
7,10,10,91
9,1,7,55
8,0,6,46
9,3,7,63
6,5,5,54
8,7,9,79
3,6,8,55
2,4,9,51
9,4,9,72
10,6,10,86
3,2,6,37
3,9,4,53
6,5,6,56
8,3,10,69
1,7,4,40
10,10,8,92
8,4,9,71
2,6,4,39
3,6,5,46
9,7,9,84
7,4,7,59
6,2,7,50
6,8,8,72
3,5,3,36
2,5,1,25
8,4,6,60
1,4,4,29
3,7,8,61
2,7,0,29
5,0,8,42
5,8,3,53
2,5,5,39
10,1,9,66
2,0,10,41
2,9,2,44
0,0,3,9
3,0,9,40
4,8,10,72
7,6,10,77
0,6,0,21
2,9,2,44
7,2,5,45
5,5,5,50
9,3,10,72
8,8,7,75
7,5,5,55
7,1,9,55
0,8,6,47
6,10,10,87
6,0,4,34
10,9,10,95
4,10,10,80
0,5,7,39
8,0,6,46
2,7,5,45
1,1,5,23
6,6,9,71
1,9,9,63
2,2,6,32
0,7,8,50
9,2,9,65
10,4,10,80
4,3,8,50
9,1,8,61
6,10,4,67
7,1,7,50
0,8,0,26
9,5,8,73
10,6,9,82
6,0,10,54
5,7,8,66
3,6,9,60
6,3,6,50
1,10,9,65
4,8,4,54
2,6,3,36
10,6,8,79
10,1,10,70
7,9,10,85
5,3,8,52
8,0,8,53
3,2,4,31
10,9,8,89
6,0,9,51
4,6,2,39
2,4,1,22
5,9,5,64
10,10,9,96
2,3,8,42
3,0,2,17
2,4,4,34
9,4,10,77
3,9,9,69
7,3,8,60
5,4,10,62
5,10,6,69
4,2,9,50
4,4,5,43
7,1,6,47
8,5,7,66
6,10,4,65
2,8,1,36
4,10,9,77
1,1,7,30
6,5,7,60
9,7,10,87
3,5,5,43
5,0,10,49
4,7,8,64
1,3,1,15
5,7,9,70
2,7,4,43
7,10,8,82
0,3,8,37
0,5,0,17
10,6,9,84
5,4,10,63
9,1,10,67
0,1,5,20
0,4,0,14
7,4,9,65
1,7,0,27
6,7,4,55
3,8,1,40
7,0,8,51
1,7,1,30
10,2,8,65
10,8,10,93
4,9,6,62
7,10,6,75
6,7,4,56
4,0,5,31
10,1,9,66
1,6,7,45
10,6,9,83
4,10,3,56
2,5,10,55
1,0,1,6
10,2,8,67
9,3,7,63
7,4,6,57
8,5,6,64
10,2,10,72
6,2,4,40
0,3,10,43
6,0,4,33
0,0,0,1
4,3,4,37
1,7,6,47
10,0,8,59
10,2,9,69
10,9,8,89
7,0,6,43
9,2,10,70
9,9,7,84
3,5,9,56
1,1,3,17
8,6,6,67
9,4,10,77
10,10,8,94
1,6,8,51
0,9,9,61
0,10,8,60
7,9,5,70
4,4,6,47
7,8,5,66
0,3,1,13
0,2,8,32
9,0,9,61
5,3,4,40
5,8,5,61
0,4,9,42
7,10,8,82
8,2,6,53
4,0,7,35
0,1,3,12
0,2,7,31
4,3,4,36
10,9,8,91
4,9,9,74
5,1,6,40
2,1,10,43
2,7,0,31
10,9,8,89
3,8,4,51
6,1,7,47
7,2,5,47
7,2,7,53
9,6,9,80
10,2,10,74
2,9,8,63
8,10,8,86
3,2,7,39
9,10,9,92
8,8,8,79
3,2,6,37
2,6,0,27
1,6,8,50
9,7,7,76
2,10,0,41
4,8,6,59
1,8,0,29
10,1,9,66
8,9,8,83
7,10,8,83
