2,8,7,56
2,10,5,58
3,7,7,54
7,4,3,46
5,6,10,69
7,10,8,81
3,9,7,63
3,10,9,74
2,9,3,48
2,5,3,34
2,6,8,55
3,10,4,54
2,6,8,55
6,8,7,70
3,4,5,40
3,8,5,54
9,6,4,63
4,4,5,45
3,4,10,55
8,5,5,62
7,7,3,57
7,5,2,46
3,9,2,44
9,5,10,78
4,2,8,45
4,3,5,38
5,5,5,48
5,5,4,45
4,10,9,77
6,6,8,67
2,4,6,39
5,3,5,41
5,10,7,73
2,9,2,44
3,10,6,63
5,4,5,47
6,5,3,47
10,6,6,72
7,10,3,65
5,2,6,42
5,7,3,50
6,6,6,62
4,5,3,41
3,5,10,58
5,3,4,39
4,8,7,62
5,3,7,48
2,2,5,29
9,10,6,82
6,2,2,35
6,10,8,79
6,5,5,53
6,7,4,55
4,7,2,41
3,4,9,52
2,4,6,40
5,7,6,61
9,2,7,61
9,7,8,79
7,7,5,64
8,2,8,58
2,9,8,61
10,5,3,62
10,3,9,71
8,3,10,69
7,8,7,71
6,8,4,58
10,8,3,68
10,8,10,93
8,5,10,77
8,9,4,72
3,9,9,71
4,5,6,49
2,2,2,19
6,2,7,48
6,6,7,63
4,4,9,58
7,7,3,58
3,7,2,39
9,4,8,72
10,5,5,67
5,4,2,37
4,2,9,48
2,5,5,38
5,3,4,39
9,9,4,72
5,8,3,52
2,3,2,23
6,9,6,70
8,3,7,59
6,8,9,74
8,6,7,69
4,3,6,44
9,9,7,84
10,6,10,84
2,7,3,38
5,4,7,55
5,10,9,78
2,9,9,68
5,10,2,54
10,3,3,51
10,10,2,73
7,4,4,52
7,8,8,78
2,7,3,39
9,2,4,49
8,7,3,62
7,3,6,53
4,4,2,33
8,9,8,81
6,6,6,60
4,2,9,49
5,4,4,41
10,9,7,86
9,2,9,64
8,6,8,74
3,7,4,45
3,2,3,26
7,6,8,72
10,10,5,81
8,5,4,56
2,5,8,51
10,5,8,77
3,8,10,70
5,9,5,62
5,9,3,56
9,5,2,51
3,2,6,35
9,2,6,54
10,5,5,66
9,10,10,98
7,5,3,48
6,8,2,51
5,8,4,54
7,9,7,74
5,8,8,70
9,7,8,80
4,3,3,35
6,10,7,77
9,2,2,43
7,6,7,67
9,2,3,45
8,8,10,85
2,5,5,40
2,8,4,45
2,10,9,69
3,3,9,50
5,8,7,68
7,10,3,65
8,8,4,65
7,7,7,68
9,2,9,65
4,3,6,42
6,8,6,68
7,3,9,64
5,2,6,44
6,5,10,70
4,10,3,57
9,9,10,91
3,3,6,40
6,4,2,38
8,4,6,59
10,6,9,85
10,4,8,74
5,8,5,58
9,6,9,78
4,4,4,38
9,3,7,62
10,8,9,91
10,9,9,92
9,4,4,55
5,7,2,48
10,8,6,79
7,7,4,61
2,3,5,35
6,5,9,66
9,4,7,64
4,3,8,49
7,4,7,61
3,6,4,43
6,4,7,56
5,5,8,62
8,7,10,81
8,2,6,53
8,9,3,65
3,2,3,27
5,6,9,67
9,3,3,51
10,3,3,54
2,6,7,49
7,7,4,60
8,6,3,54
3,5,2,33
3,4,10,58
4,8,7,64
8,9,10,90
6,5,7,61
7,9,6,74
8,9,8,85
3,9,3,52
7,3,8,59
3,9,8,68
9,6,7,72
5,3,8,55
10,9,10,97
7,5,8,68
5,10,7,73
4,6,10,66
7,2,9,58
